STIG_ID,STIG_Title,STIG_Severity,STIG_File,CCI_ID,CCI_Definition,NIST_800-53_Refs,NIST_800-171_Refs,NIST_800-172_Refs,Control_Family,CMMC_Level1_Practice,CMMC_Level2_Practice,CMMC_Level3_Practice,SPRS_Weight
SV-204723r960897_rule,The application server must produce log records containing sufficient information to establish where the events occurred.,medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-000132,Ensure that audit records containing information that establishes where the event occurred.,AU-3; AU-3 c; AU-3.1,3.3.2,,Audit and Accountability,,AU.L2-3.3.2,,3
SV-204724r960900_rule,The application server must produce log records containing sufficient information to establish the sources of the events.,medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-000133,Ensure that audit records containing information that establishes the source of the event.,AU-3; AU-3 d; AU-3.1,3.3.2,,Audit and Accountability,,AU.L2-3.3.2,,3
SV-204725r960903_rule,The application server must produce log records that contain sufficient information to establish the outcome of events.,medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-000134,Ensure that audit records containing information that establishes the outcome of the event.,AU-3; AU-3 e; AU-3.1,3.3.2,,Audit and Accountability,,AU.L2-3.3.2,,3
SV-204726r960906_rule,The application server must generate log records containing information that establishes the identity of any individual or process associated with the event.,medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-001487,"Ensure that audit records containing information that establishes the identity of any individuals, subjects, or objects/entities associated with the event.",AU-3; AU-3 f; AU-3.1,3.3.2,,Audit and Accountability,,AU.L2-3.3.2,,3
SV-204727r960909_rule,The application server must generate log records containing the full-text recording of privileged commands or the individual identities of group account users.,medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-000135,Generate audit records containing the organization-defined additional information that is to be included in the audit records.,AU-3 (1); AU-3 (1).1 (ii),3.3.2,,Audit and Accountability,,AU.L2-3.3.2,,3
SV-204728r960912_rule,"The application server must alert the SA and ISSO, at a minimum, in the event of a log processing failure.",medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-000139,Alert organization-defined personnel or roles within an organization-defined time period in the event of an audit logging process failure.,AU-5 a; AU-5.1 (ii),,,,,,,
SV-204731r960927_rule,The application server must use internal system clocks to generate time stamps for log records.,medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-000159,Use internal system clocks to generate time stamps for audit records.,AU-8; AU-8 a; AU-8.1,3.3.7,,Audit and Accountability,,AU.L2-3.3.7,,3
SV-204732r960930_rule,The application server must protect log information from any type of unauthorized read access.,medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-000162,Protect audit information from unauthorized access.,AU-9; AU-9 a; AU-9.1,3.3.8,,Audit and Accountability,,AU.L2-3.3.8,,3
SV-204733r960933_rule,The application server must protect log information from unauthorized modification.,medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-000163,Protect audit information from unauthorized modification.,AU-9; AU-9 a; AU-9.1,3.3.8,,Audit and Accountability,,AU.L2-3.3.8,,3
SV-204734r960936_rule,The application server must protect log information from unauthorized deletion.,medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-000164,Protect audit information from unauthorized deletion.,AU-9; AU-9 a; AU-9.1,3.3.8,,Audit and Accountability,,AU.L2-3.3.8,,3
SV-204735r960939_rule,The application server must protect log tools from unauthorized access.,medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-001493,Protect audit tools from unauthorized access.,AU-9; AU-9 a; AU-9.1,3.3.8,,Audit and Accountability,,AU.L2-3.3.8,,3
SV-204736r960942_rule,The application server must protect log tools from unauthorized modification.,medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-001494,Protect audit tools from unauthorized modification.,AU-9; AU-9 a; AU-9.1,3.3.8,,Audit and Accountability,,AU.L2-3.3.8,,3
SV-204737r960945_rule,The application server must protect log tools from unauthorized deletion.,medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-001495,Protect audit tools from unauthorized deletion.,AU-9; AU-9 a; AU-9.1,3.3.8,,Audit and Accountability,,AU.L2-3.3.8,,3
SV-204738r960948_rule,The application server must back up log records at least every seven days onto a different system or system component than the system or component being logged.,medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-001348,Store audit records on an organization-defined frequency in a repository that is part of a physically different system or system component than the system or component being audited.,AU-9 (2); AU-9 (2).1 (iii),3.3.8,,Audit and Accountability,,AU.L2-3.3.8,,3
SV-204739r960951_rule,The application server must use cryptographic mechanisms to protect the integrity of log information.,medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-001350,Implement cryptographic mechanisms to protect the integrity of audit information.,AU-9 (3); AU-9 (3).1,3.3.8,,Audit and Accountability,,AU.L2-3.3.8,,3
SV-204740r981678_rule,"The application server must prevent the installation of patches, service packs, or application components without verification the software component has been digitally signed using a certificate reco",medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-003992,Prevent the installation of organization-defined software and firmware components without verification that the component has been digitally signed using a certificate that is recognized and approved ,CM-14,,,,,,,
SV-204741r960960_rule,The application server must limit privileges to change the software resident within software libraries.,medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-001499,Limit privileges to change software resident within software libraries.,CM-5 (6); CM-5 (6).1,3.4.5,,Configuration Management,,CM.L2-3.4.5,,3
SV-204742r960960_rule,The application server must be capable of reverting to the last known good configuration in the event of failed installations and upgrades.,medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-001190,Fail to an organization-defined known-system state for the list of organization-defined types of system failures on organization-defined system components on the indicated components while preserving ,SC-24; SC-24.1 (iv),,,,,,,
SV-204743r960963_rule,The application server must adhere to the principles of least functionality by providing only essential capabilities.,medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-000381,Configure the system to provide only organization-defined mission essential capabilities.,CM-7; CM-7 a; CM-7.1 (ii),3.4.6,,Configuration Management,,CM.L2-3.4.6,,3
SV-204744r1043177_rule,"The application server must prohibit or restrict the use of nonsecure ports, protocols, modules, and/or services as defined in the PPSM CAL and vulnerability assessments.",medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-000382,"Configure the system to prohibit or restrict the use of organization-defined prohibited or restricted functions, system ports, protocols, software, and/or services.",CM-7; CM-7 b; CM-7.1 (iii),3.4.6,,Configuration Management,,CM.L2-3.4.6,,3
SV-204745r1051118_rule,"The application server must use an approved DOD enterprise identity, credential, and access management (ICAM) solution to uniquely identify and authenticate users (or processes acting on behalf of org",medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-000764,Uniquely identify and authenticate organizational users and associate that unique identification with processes acting on behalf of those users.,IA-2; IA-2.1,3.5.1,,Identification and Authentication,IA.L1-3.5.1,IA.L2-3.5.1,,5
SV-204746r960972_rule,The application server must use multifactor authentication for network access to privileged accounts.,high,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-000765,Implement multifactor authentication for access to privileged accounts.,IA-2 (1); IA-2 (1).1,3.5.1,,Identification and Authentication,IA.L1-3.5.1,IA.L2-3.5.1,,5
SV-204747r981679_rule,The application server must use multifactor authentication for local access to privileged accounts.,high,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-000765,Implement multifactor authentication for access to privileged accounts.,IA-2 (1); IA-2 (1).1,3.5.1,,Identification and Authentication,IA.L1-3.5.1,IA.L2-3.5.1,,5
SV-204748r981680_rule,The application server must authenticate users individually prior to using a group authenticator.,medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-004045,Require users to be individually authenticated before granting access to the shared accounts or resources.,IA-2 (5),3.5.1,,Identification and Authentication,IA.L1-3.5.1,IA.L2-3.5.1,,5
SV-204749r960993_rule,The application server must provide security extensions to extend the SOAP protocol and provide secure authentication when accessing sensitive data.,medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-001941,Implement replay-resistant authentication mechanisms for access to privileged accounts and/or non-privileged accounts.,IA-2 (8),3.5.1,,Identification and Authentication,IA.L1-3.5.1,IA.L2-3.5.1,,5
SV-204750r981681_rule,"The application server must disable identifiers (individuals, groups, roles, and devices) after 35 days of inactivity.",medium,U_Application_Server_SRG_V4R3_Manual-xccdf.xml,CCI-003627,Disable accounts when the accounts have expired.,AC-2 (3) (a),,,,,,,
