CCI_ID,NIST_53_Ref,Definition
CCI-000112,AT-2,"Provide basic security awareness training to system users (including managers, senior executives, and contractors) when required by system changes or following organization-defined events."
CCI-000112,AT-2.1 (i),"Provide basic security awareness training to system users (including managers, senior executives, and contractors) when required by system changes or following organization-defined events."
CCI-000112,AT-2 b,"Provide basic security awareness training to system users (including managers, senior executives, and contractors) when required by system changes or following organization-defined events."
CCI-000112,AT-2 a 2,"Provide basic security awareness training to system users (including managers, senior executives, and contractors) when required by system changes or following organization-defined events."
CCI-000113,AT-4 a,"Document individual security training activities, including security awareness training and specific system security training."
CCI-000113,AT-4.1 (i),"Document individual security training activities, including security awareness training and specific system security training."
CCI-000114,AT-4 a,"Monitor individual information security training activities, including security awareness training and specific security training."
CCI-000114,AT-4.1 (i),"Monitor individual information security training activities, including security awareness training and specific security training."
CCI-000115,AT-5,The organization establishes contact with selected groups and associations within the security community to facilitate ongoing security education and training; to stay up to date with the latest recom
CCI-000115,AT-5.1,The organization establishes contact with selected groups and associations within the security community to facilitate ongoing security education and training; to stay up to date with the latest recom
CCI-000116,AT-5,The organization institutionalizes contact with selected groups and associations within the security community to facilitate ongoing security education and training; to stay up to date with the latest
CCI-000116,AT-5.1,The organization institutionalizes contact with selected groups and associations within the security community to facilitate ongoing security education and training; to stay up to date with the latest
CCI-000117,AU-1 a,"Develop and document an organization-level; mission/business process-level; and/or system-level audit and accountability policy that addresses purpose, scope, roles, responsibilities, management commi"
CCI-000117,AU-1.1 (I and ii),"Develop and document an organization-level; mission/business process-level; and/or system-level audit and accountability policy that addresses purpose, scope, roles, responsibilities, management commi"
